id,name,description,sku,price,permalink,created_at
11,GluStitch® Tissue Adhesive | 2mL w/20 Pipettes,GluStitch GluStitch® is a cyanoacrylate tissue adhesive that is formulated to function as a wound closure tissue adhesive. GluStitch® is indicated for the closure of uncomplicated skin lacerations where there is little or no tissue loss.﻿﻿,GS-204,99.99,https://c6.ca/collections/patient-care/products/glustitch%C2%AE-tissue-adhesive-20ml-w-20-pipettes,2024-03-18 16:29:11
12,Lernapharm Loris 0.13% BZK Wipes,"loris The Loris 0.13% BZK Wipe, is saturated with 0.13% Benzalkonium Chloride and is used as an antiseptic topical skin cleanser. Helps reduce bacteria content that could cause skin infections Air dries quickly requiring no wiping Each pad is saturated with 0.13% Benzalkonium Chloride Quantity: 100 each per box or 20 boxes per case Wipe size: 200 mm X 127 mm Individually wrapped in water-resistant packages Skin antiseptic Latex-free For single use",LER-126-01,7.69,https://c6.ca/collections/patient-care/products/lernapharm-loris-0-13-bzk-wipes,2024-03-18 16:29:11
13,3M SoluPrep Wipe 101.07 | Clear | Large,"3m 3M SoluPrep Wipes 101.07 is a clear solution of 2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA). Indicated for skin antisepsis prior to invasive procedures, this product helps reduce bacteria on skin to diminish the risk of surgical site infection. Designed for use on intact skin prior to invasive procedures Contains 2% w/v chlorhexidine gluconate and 70% v/v isopropyl alcohol Maximum treatment area is 10 cm x 10 cm For hospital and healthcare professional use only Size: large Clear solution Latex free",3M-10107,34.99,https://c6.ca/collections/patient-care/products/3m-soluprep-wipe-101-07-clear-large,2024-03-18 16:29:11
14,NitriDerm® Nitrile Sterile Exam Gloves | 50 per Box,"INNOVATIVE HEALTHCARE CORPORATION Nitrile synthetic contains no natural rubber latex proteins. Soft, highly elastic formulation provides the maximum in comfort. Pair packaged, inner wrapper in ozone resistant multi-vac packaging. Surgical Nitrile Sterile Powder-Free Textured Latex-Free Chemo Tested Low Modulus Improved Wet/Dry Grip",IHC-106100,54.99,https://c6.ca/collections/exam-gloves-surgical-gloves/products/nitriderm%C2%AE-nitrile-sterile-exam-gloves,2024-03-18 16:29:11
15,Welch Allyn Disposable Ear Wash Tips,"welch allyn Welch Allyn Ear Wash Tips are for use with the Welch Allyn Ear Wash System. The cerumen-trapping screen in the eartip collects the discharge, which is easily visible to the practitioner. Eartips can be used on children and adults. Disposable ear wash tips For use with Welch Allyn Ear Wash System Can be used on children and adults Welch Allyn Ear Wash System available for purchase here Quantity: 25 per box or 4 boxes per case Transparent Bio-compatible Latex-free ear tip Provides a tight seal at the ear canal Outflow channel directs water back to the sink instead of onto you or the patient",WA-29360-BOX,59.99,https://c6.ca/collections/instruments/products/welch-allyn-disposable-ear-wash-tips,2024-03-18 16:29:11
16,Purell Hand Sanitizing Wipes Canister | 175 Wipes,purell Purell Hand Sanitizing Wipes come pre-moistened and are fully disposable to make cleaning on the go easier. 62% alcohol Fragrance and dye free Textured for superior cleaning 175 wipes per canister 6 in x 7 in sheets For personal hand hygiene to help prevent the spread of certain bacteria Use anytime for quick clean-up when soap and water are not available Leaves no stickiness or residue on hands Offices Restaurants Health clubs Anywhere else germs may be,P-9031,19.99,https://c6.ca/collections/exam-room-supplies/products/purell-hand-sanitizing-wipes-canister-175-wipes,2024-03-18 16:29:11
17,"Smith & Nephew CICA-CARE Adhesive Gel Sheet for Scar Care | 12cm x 15cm, Box of 1","smith nephew CICA-CARE is a self-adhesive silicone gel sheet that is medically proven to be up to 90% effective in the improvement of red, dark or raised scars. It has been used by the medical profession to treat over one million people worldwide. Wash your hands before use and then gently clean the scar and surrounding skin. Thoroughly dry the area before applying CICA-CARE. Peel the lid from the tray containing CICA-CARE and remove the gel sheet. With a pair of scissors, cut the sheet to the size of the scar - allowing a little overlap all the way round. Store the remaining gel sheet in a dry place, like the tray the gel came in. Remove the printed plastic sheet to reveal the adhesive. Apply CICA-CARE, adhesive side down, to the scarred area without stretching the strip. If your scar is in an awkward position you may wish to use a light bandage or tape to keep Cica-Care in position. Do not hold the gel sheet too tightly to the skin as this may cause irritation of the scar and surrounding area. CICA-CARE should be applied to the scar for 4 hours on the first two days of use. The application time should then be increased by 2 hours a day to enable your skin to get used to the gel strip. Clean CICA-CARE twice daily with a mild soap. Once you've cleaned the gel strip, rinse it well. Dry the CICA-CARE strip with a non-fluffy towel before re-applying. Ensure the scar and surrounding area is washed too.",SNW-66250706,78.99,https://c6.ca/collections/wound-care/products/smith-nephew-cica-care-adhesive-gel-sheet-for-scar-care-12cm-x-15cm-box-of-1,2024-03-18 16:29:11
18,3M™ Kind Removal Silicone Tape,"3m Kind Removal Silicone Tape provides reliable securement, kind removal, and gentle wear without compromise. The unique silicone adhesive is repositionable and does not stick to gloves or to itself. Ideal for patients with at-risk skin or sensitive skin. Security: Offers reliable and pliable fixation, remains in place until you decide otherwise Comfort: Removes cleanly, without disrupting fragile skin layers or causing patients undue pain Ease of Use: Can be repositioned and neatly torn by hand Economical: Offered in single patient roll sizes Ideal for patients with sensitive, compromised, or at-risk skin When repeated taping is necessary When skin integrity and minimizing pain are primary concerns",3M-2770-1,102.99,https://c6.ca/collections/wound-care/products/3m%E2%84%A2-kind-removal-silicone-tape,2024-03-18 16:29:11
19,"Lister Bandage Scissors | Floor Quality, 5.5"" | Each","amg medical Lister Bandage Scissors, 5 1/2 inch (14 cm), stainless steel",AMG-570-308,6.99,https://c6.ca/collections/instruments/products/lister-bandage-scissors-floor-quality-5-5-each,2024-03-18 16:29:11
20,"Sklar Baumgartner Needle Holder | Sterile, 5.5""",Sklar Sklar Baumgartner Needle Holders feature heavy serrations which make this instrument capable of firmly holding larger needles and dense suture material. They are commonly used in procedures on the trunk and limbs,SK-96-2580,9.99,https://c6.ca/collections/instruments/products/sklar-baumgartner-needle-holder-sterile-5-5,2024-03-18 16:29:11
21,"Baumgartner Needle Holder | 5.5"", Serrated, Standard Grade",Miltex Straight Jaw With Lock,MT-MH8-40,69.99,https://c6.ca/collections/instruments/products/baumgartner-needle-holder-5-5-serrated-standard-grade,2024-03-18 16:29:11
22,Almedic Scalpels Blade & Handle Disposable | 10 per Box,"almedic ltd MAGNA® line of surgical instruments appear and perform like the more expensive German Quality instruments. They are manufactured from superior stainless steel, and individually checked under rigid quality controlled conditions. Quantity: 10 Each per Box The No.10 blade with its curved cutting edge is one of the more traditional blade shapes and is used generally for making small incisions in skin and muscle. The No.10 is often utilised in more specialised surgeries such as for harvesting the radial artery during a coronary artery bypass operation, opening the bronchus during thoracic surgery and for Inguinal hernia repair. The No.10 fits Handles 3, 3L, 3 Graduated, 5B, 7, 9, B3 and B3L. The No.11 is an elongated triangular blade sharpened along the hypotenuse edge and with a strong pointed tip making it ideal for stab incisions. Used in various procedures such as the creation of incisions for chest drains, opening coronary arteries, opening the aorta and removing calcifications in the aortic or mitral valves. The No.11 blades fit Handles 3, 3L, 3 Graduated, 5B, 7, 9, B3 and B3L. The No.12 is a small, pointed, crescent shaped blade sharpened along the inside edge of the curve. It is sometimes utilised as a suture cutter but also for arteriotomies ( surgical incision of an artery), parotid surgeries (facial salivary glands), mucosal cuts on a septoplasty (repair of nasal septum) and during cleft palate procedures, ureterolithotomies (calculus removal by incision of the ureter) and pyelolithotomies (surgical incision of the renal pelvis of a kidney for the removal of a kidney stone - also known as a pelviolithotomy ). The No.12 fits Handles 3, 3L, 3 Graduated, 5B, 7, 9, B3 and B3L. The No.15 blade has a small curved cutting edge and is the most popular blade shape ideal for making short and precise incisions. It is utilised in a variety of surgical procedures including the excision of a skin lesion or recurrent sebaceous cyst and for opening coronary arteries. The No.15 fits Handles 3, 3L, 3 Graduated, 5B, 7, 9, B3 and B3L. The No.20 is a large version of the No.10 blade with a curved cutting edge and a flat, unsharpened back edge.Used for orthopaedic and general surgical procedures it fits handle No. 4, 4L, 4 Graduated & 6B. The No.22 is a large version of the No.10 blade with a curved cutting edge and a flat, unsharpened back edge. Used for skin incisions in both cardiac and thoracic surgrey and to cut the bronchus in lung resection surgery. Larger than the No.20 and No.21 the No.22 fits handles 4, 4L, 4 Graduated & 6B.",AMC-M92-15,15.99,https://c6.ca/collections/instruments/products/almedic-scalpels-blade-handle-disposable,2024-03-18 16:29:11
23,"Sklar Lister Bandage Scissors | Sterile, 5.5"" | Each","Sklar 5-1/2"" Bandage Scissors. Disposable Pakistan",SK-96-2654,9.99,https://c6.ca/collections/instruments/products/sklar-lister-bandage-scissors-sterile-5-5-each,2024-03-18 16:29:11
24,"Sklar Foerster Sponge Forceps | Sterile, 9.5""","Sklar 9-1/2"" Sponge Forceps Straight Serrated. Disposable",SK-96-2532,28.99,https://c6.ca/collections/instruments/products/sklar-foerster-sponge-forceps-sterile-9-5,2024-03-18 16:29:11
25,Welch Allyn KleenSpec® Cordless Illumination System | Light Source & Charging Platform,"welch allyn Complete KleenSpec Cordless Illumination System with Charging Station with US style AC plug. The Welch Allyn 800 Series KleenSpec Cordless Illumination System is a unique design with enhanced features including bright, white LED light to help improve patient exams. The compact, efficient system offers on-time of 80 minutes that will get you through the day and recharges in 5 hours. Standardize your facility with KleenSpec Cordless Illumination Systems and KleenSpec Disposable Specula to help please both your staff and your patients. For use with the KleenSpec Disposable Vaginal Specula Compact LED light source with homogenous spot improves exam area visualization Push-button on/off Produces much less heat than traditional lamps, to help improve comfort No bulb replacement necessary, for reduced cost of ownership No cord issues and on-time of 80 minutes, to help improve exam efficiency Single-use sheath available to help reduce the risk of cross-contamination",WA-80010,368.99,https://c6.ca/collections/instruments/products/welch-allyn-kleenspec%C2%AE-cordless-illumination-system-light-source-charging-platform,2024-03-18 16:29:11
26,"Sklar Fine Point Splinter Forceps | Sterile, 4.5"" | Each",Sklar Ready-to-use sterile instrument,SK-96-2410,4.99,https://c6.ca/collections/instruments/products/sklar-fine-point-splinter-forceps-sterile-4-5-each,2024-03-18 16:29:11
27,"Bovie Dermal Tip Electrodes | Blunt, Non-Sterile | Box of 100","Bovie The A806 Blunt Dermal Tip is compatible with the A800, A900, A940 and A950 Electrosurgical Generators. This electrode utilizes the standard 3/32"" (2.3mm) stainless steel shaft. Safety grip insulators combine patient and user safety with easy insertion into and removal from the surgical pencil.The A806 electrode is manafactured to the highest standard. They come non-sterile with 100 per box. Compatible with Aaron 800, 900, 940 and 950 Bovie Electrosurgical Generators Standard 3/32"" Stainless Steel Shaft Non-Sterile 100 per box",BOV-A806,99.99,https://c6.ca/collections/instruments/products/bovie-dermal-tip-electrodes-blunt-non-sterile-box-of-100,2024-03-18 16:29:11
28,"Skin Staple Removal Kit | Remover + Gauze, Sterile Tray","busse hospital disposables Made of stainless steel, our skin staple remover allows fast, easy removal of skin staples with minimal discomfort to the patient. One Skin Staple Remover One 3"" x 3"" gauze sponge Packaged Sterile in a rigid tray",BUS-716-X,4.99,https://c6.ca/collections/instruments/products/skin-staple-removal-kit-remover-gauze-sterile-tray,2024-03-18 16:29:11
29,Bionix Lighted Ear Curette™ | Box of 50,bionix Combine illumination and magnification to take-less time to see and safely remove cerumen from the ear canal The Lighted Ear Curette with Magnification brilliantly illuminates the ear canal eliminating the practice of blindly curettaging the sensitive area Complete visualization shortens procedure time and increases efficacy Single-use curettes reduce the risk of cross-contamination while also eliminating sterilization costs and hassles,BNX-2240,134.99,https://c6.ca/collections/instruments/products/bionix-lighted-ear-curette%E2%84%A2-box-of-50,2024-03-18 16:29:11
30,Miltex® Ear Curette | Disposable | Each,Miltex Each size is color coded for easy identification. The handle is designed with a scored area for finger placement. Single use packaged in an individual clear sleeve.﻿﻿﻿﻿﻿﻿ Pink is ring tip White is loop tip Gray is small spoon tip,MLT-19-320,3.99,https://c6.ca/collections/instruments/products/miltex%C2%AE-ear-curette-disposable-each,2024-03-18 16:29:11
31,Welch Allyn KleenSpec® 590 Series Vaginal Specula,"welch allyn Designed to eliminate the time and expense of reprocessing metal specula and to reduce the risk of cross-contamination. Each single-use speculum is manufactured to deliver durability and reliability. Use with the KleenSpec Illumination System or alone with an external light source. Clear acrylic allows complete visualization of the vaginal canal Smooth form will not pinch or bind tissue for improved patient satisfaction Quantity: 24 Each per Box Wide, ergonomic handle improves balance for easier manipulation during exams Strong grip and yoke designed to be more flexible than low-cost substitutes",WA-59001,64.95,https://c6.ca/collections/instruments/products/vaginal-specula-medium,2024-03-18 16:29:11
32,Curad Plastic Adhesive Spots Bandages,MEDLINE CURAD plastic adhesive bandages are constructed with PVC-free durable polyethylene and perforated for breathability. These bandages feature even adhesion and a non-adherent island pad. CURAD standard plastic bandages are cost effective and offer comfortable everyday protection. Latex-Free. Rounded edges for great fit and contour! Perforated for breathability. Absorbent non-stick island pad.,NON-25501,5.99,https://c6.ca/collections/wound-care/products/curad-plastic-adhesive-spots-bandages,2024-03-18 16:29:11
33,Leukotape® P High Adhesive Rigid Strapping Tape | 3.8cm x 13.7m | 1 Roll per Box,bsn medical High strength rigid strapping tape Strong zinc oxide adhesive Porous and hand-tearable Offers extra strong support for sprains and strains,BSN-7616800,12.49,https://c6.ca/collections/wound-care/products/leukotape%C2%AE-p-high-adhesive-rigid-strapping-tape-3-8cm-x-13-7m-1-roll-per-box,2024-03-18 16:29:11
34,"3M™ Tegaderm™ Transparent Film Roll |  4"" x 11yd","3m Transparent, providing continuous observation of skin Breathable, letting oxygen in and moisture vapour out, allowing the skin to function normally Waterproof Latex-free Easily cut to desired shape or size",3M-16004,48.99,https://c6.ca/collections/wound-care/products/3m%E2%84%A2-tegaderm%E2%84%A2-transparent-film-roll-4-x-11yd,2024-03-18 16:29:11
35,"3M™ Tegaderm™ Transparent Film Roll |  6"" x 11yd","3m Transparent, providing continuous observation of skin Breathable, letting oxygen in and moisture vapour out, allowing the skin to function normally Waterproof Latex-free Easily cut to desired shape or size",3M-16006,69.99,https://c6.ca/collections/wound-care/products/3m%E2%84%A2-tegaderm%E2%84%A2-transparent-film-roll-6-x-11yd,2024-03-18 16:29:11
36,"Woven Sponge Gauze | 2 x 2"" - 12-Ply | Sterile | 100 Each per Pack","amd ritmed These woven gauze sponges are ideal for wound dressings, wound packing and general wound care. These 100% cotton woven gauze sponges can be used for wound dressing, cleaning, prepping, and packing. Sterile Single Use Quantity: 100 Sponges Each per Pack Sterile 100% cotton",AMD-B2212-X,6.99,https://c6.ca/collections/wound-care/products/woven-sponge-gauze-2-x-2-12-ply-sterile-100-each-per-pack,2024-03-18 16:29:11
37,Dukal Premium Non-Woven Sponges | 4 Ply,"dukal These non-woven sponges are ideal for wound cleansing and as secondary dressings for added absorbency. They produce less lint and are less adherent than woven gauze sponges, so cause less disruption to newly formed granulation tissue. The rayon / polyester blend provides fast wicking properties while being highly absorbent, minimizing skin maceration. Latex Free. Rayon/poly blend construction. Virtually non-linting.",DP-6112,4.99,https://c6.ca/collections/wound-care/products/dukal-premium-non-woven-sponges,2024-03-18 16:29:11
38,Smith & Nephew IntraSite™ Gel | 25g Applipak | Each,"smith nephew INTRASITE Gel is an amorphous hydrogel which gently re-hydrates necrotic tissue, facilitating autolytic debridement, while being able to loosen and absorb slough and exudate. It can also be used to provide the optimum moist wound management environment during the later stages of wound closure. It is non-adherent and does not harm viable tissue or the skin surrounding the wound.",SNW-7313,14.99,https://c6.ca/collections/wound-care/products/smith-nephew-intrasite%E2%84%A2-gel-25g-applipak-each,2024-03-18 16:29:11
39,Aquacel® Ag Hydrofiber® Dressing with Silver | 5cm x 5cm,convatec Hydrofiber® Technology with 1.2% (w/w) silver combines the favorable gelling characteristics of Hydrofiber® Technology with the broad-spectrum antimicrobial properties of ionic silver (Ag+). It is a versatile primary dressing indicated for use on moderately and highly exuding chronic and acute wounds where there is an infection or an increased risk of infection. Available individually with discounts on bulk purchases. supports wound healing by providing a moist wound environment protects the periwound skin helps reduce pain in situ and on dressing removal,CVT-403706,14.99,https://c6.ca/collections/wound-care/products/aquacel%C2%AE-ag-hydrofiber%C2%AE-dressing-with-silver-5cm-x-5cm-each,2024-03-18 16:29:11
40,3M Coban Self-Adherent Wrap | 5 per Roll,"3m 3M™ Coban™ Self-Adherent Wrap is a self-adherent elastic wrap that functions like a tape, but sticks only to itself. Available in sterile and nonsterile styles, and in a variety of widths and colours to meet your application needs. Convenient – Sticks to itself without the need for adhesive, pins or clips. Secure – Wrap stays in place; eliminates the need for frequent readjustment. Comfortable – Lightweight, porous and breathable. Versatile – Used to secure and protect primary dressings and other devices. Overwrap for splints, support sprains and strains. Secure dressings and devices. Compression to reduce edema. Reduce post-operative swelling.",3M-1581,14.99,https://c6.ca/collections/wound-care/products/3m-coban-self-adherent-wrap-5-yards,2024-03-18 16:29:11
41,Conforming Stretch Gauze Bandages | 4.1 Yards,dynarex Comfortable bandages ideal for primary and secondary wound care in both professional and home environments. Unique knit construction conforms to the body and offers ideal compression strength without constricting the area. Highly absorbent to keep the wound site clean Requires minimal taping and conforms to difficult body contours Non-linting and ravel-free Quantity: 12 Rolls per Box Polyester,DYNX-A205,6.49,https://c6.ca/collections/wound-care/products/conforming-stretch-gauze-bandages-4-1-yards,2024-03-18 16:29:11
42,3M™ Steri-Strip™ Reinforced Adhesive Skin Closures,"3m 3M™ Steri-Strip™ Reinforced Adhesive Skin Closures are the worldwide standard in adhesive skin closures, trusted for their convenience, simplicity and non-invasive design. Provides wound support and increases the tensile strength of the wound compared to sutures Non-invasive design scarring and the risk of infection as compared to sutures and staples, providing less tissue trauma and better cosmetic outcomes Sterile, breathable and comfortable to wear Hypoallergenic adhesive Closure of lacerations, surgical incisions and following early suture/staple removal",3M-R1540,55.99,https://c6.ca/collections/wound-care/products/3m-steri-strip-adhesive-skin-closures,2024-03-18 16:29:11
43,"HydroferaBLUE® Antibacterial Foam Dressing | 4"" x 4"" | Each","hollister A foam dressing containing two pigments, methylene blue and gentian violet, in open-celled polyvinyl alcohol Broad-spectrum antibacterial protection Rapid wicking and exudate retention Assists in autolytic debridement Non-cytotoxic Helps maintain a moist wound environment With moisture-retentive film",HOL-HB4414-X,14.99,https://c6.ca/collections/wound-care/products/hydroferablue%C2%AE-antibacterial-foam-dressing-4-x-4-each,2024-03-18 16:29:11
44,"Coloplast InterDry™ Dressing with Antimicrobial Silver Complex | 10"" x 36"", 1 Roll","coloplast InterDry ® is a moisture-wicking fabric with antimicrobial silver Effectively manages the complications associated with skin folds Helps manage the symptoms associated with intertriginous dermatitis such as maceration, erythema, erosion, itching/burning, odor and pain Wicks and translocates moisture Silver within the textile provides effective antimicrobial action for up to 5 days",COL-7912,79.99,https://c6.ca/collections/wound-care/products/coloplast-interdry%E2%84%A2-ag-textile-with-antimicrobial-silver-complex-10-x-36-1-roll,2024-03-18 16:29:11
45,Derma Sciences Sterile Saline 0.9% for Irrigation | 118mL,derma sciences Sterile Saline For Wound Irrigation,DSC-48501,5.99,https://c6.ca/collections/wound-care/products/derma-sciences-sterile-saline-0-9-for-irrigation-118ml,2024-03-18 16:29:11
46,Woven Sponge Gauze | 8-Ply | 200 Each per Pack,"amd ritmed These woven gauze sponges are ideal for wound dressings, wound packing and general wound care. These 100% cotton woven gauze sponges can be used for wound dressing, cleaning, prepping, and packing. Reduced linting Single Use Quantity: 200 Sponges Each per Pack Non-Sterile 100% cotton",AMD-B3003,5.99,https://c6.ca/collections/wound-care/products/woven-sponge-gauze-8-ply,2024-03-18 16:29:11
47,Derma Science Antibacterial Medical Honey | 50 g Tube,"medihoney A topical preparation that allows for a more viscous formulation and increased stability. The product remains at the site of the wound - even in the presence of wound fluid and body heat - for an extended time. Proven to be clinically effective for: Both chronic and acute wound care Creating an antibacterial environment that is effective against a broad spectrum of bacteria including antibiotic resistant organisms Fast, effective autolytic debridement on sloughy and necrotic tissue in an antibacterial environment Rapidly removing malodour Providing a moist wound healing environment thus reducing trauma and pain at dressing change 80% Antibacterial Leptospermum (Manuka) Honey 20% natural gelling agents",DSC-DUP-405,29.95,https://c6.ca/collections/wound-care/products/medihoney-antibacterial-medical-honey-50g-tube,2024-03-18 16:29:11
48,3M Micropore Surgical Tape,"3m A latex-free, hypoallergenic paper tape that is gentle to the skin yet adheres well and leave minimal adhesive residue upon removal. An economical, general purpose, breathable surgical tape",3M-1530-0,14.74,https://c6.ca/collections/wound-care/products/micropore-tape,2024-03-18 16:29:11
49,MEDIHONEY® Calcium Alginate Dressing,derma sciences MEDIHONEY® Calcium Alginate Dressing contains 100% active Leptospermum honey impregnated onto a calcium alginate pad. Supports removal of necrotic tissue and aids in wound healing. For wounds with moderate to heavy amounts of exudate or when light packing is needed. Non-traumatic removal. Available individually with discounts for bulk purchases. Acute Wounds Burns Cavity Wounds Chronic Wounds Diabetic Ulcers Moderate/Highly Exudating Wounds Pressure Ulcers Sloughy Wounds Surgical Wounds Venous Ulcers,DSC-31022,14.99,https://c6.ca/collections/wound-care/products/medihoney%C2%AE-calcium-alginate-dressing-5cm-x-5cm-each,2024-03-18 16:29:11
50,Inadine PVP-I Non‑Adherent Dressing,Systagenix Available individually or by box of 25 Low adherent knitted viscose fabric dressing impregnated with a polyethylene glycol (PEG) base containing 10% Povidone Iodine; equivalent to 1.0% available iodine,SGX-PO1512,3.79,https://c6.ca/collections/wound-care/products/inadine-pvp-i-non-adherent-dressing-9-5-x-9-5cm,2024-03-18 16:29:11
51,Silver Nitrate Caustic Applicators | 100/Pack,amg medical For cauterization of skin or mucous membrane Silver Nitrate 75% Potassium Nitrate 25% 6” applicators,AMG-118-395,31.99,https://c6.ca/collections/wound-care/products/silver-nitrate-caustic-applicators-100-pack,2024-03-18 16:29:11
52,"1mL | 28G x 1/2"" - BD Insulin Syringe with Micro-Fine™ Needle | 100 per Box",BD Single-Use Insulin Syringes Sterile and Latex-Free Surgical Grade Stainless Steel Needle Coated with Micro-Bonded Lubrication Quantity: 100 Each per Box,BD-329424,58.99,https://c6.ca/collections/syringes-blood-draw/products/1ml-28g-x-1-2-bd-insulin-syringe-with-micro-fine%E2%84%A2-needle-100-per-box,2024-03-18 16:29:11
53,10mL - BD PosiFlush™ SP Prefilled Saline Syringes | Box of 30,BD Prefilled Syringes 0.9% Sodium Chloride Terminal sterilization Standard 10 mL diameter Color-coded for easy identification Quantity: 30 Each per Box,BD-306575,34.99,https://c6.ca/collections/syringes-blood-draw/products/bd-posiflush%E2%84%A2-pre-filled-saline-syringe-10cc-box-of-30,2024-03-18 16:29:11
54,1mL - BD Slip Tip Syringe | Box of 200,"BD The BD™ Tuberculin syringe features bold, clear scale markings to assist in making easy and accurate dosage measurements. Syringe only Slip Tip Single-use Specifications Technical information about the product here. Fill Volume (Syringe Scale Markings) 1 mL Box Length (mm) 177.8 Box Width (mm) 222.3 Box Height 174.6 Shelf Pack Quantity (Eaches) 200 Needle Hub Type Luer Slip Tip Syringe Tip Type Luer Slip Tip Disposable Disposable, Single-Use Typical Application General Use",BD-309659,76.99,https://c6.ca/collections/syringes-blood-draw/products/slip-tip-syringe-1ml-box-of-200,2024-03-18 16:29:11
